#期間中のwater_HPの消費電力量の差分:曝気なし，22/21℃
datetime,Type,Value,baseline_time,baseline_value,Difference_time,Difference_EC
2025-09-03 14:00:00,09-01 to 09-04,602.02,2025-08-31T21:00:00Z,579.65,56,22.370000000000005
2025-09-03 15:00:00,09-01 to 09-04,602.49,2025-08-31T21:00:00Z,579.65,57,22.840000000000032
2025-09-03 16:00:00,09-01 to 09-04,602.95,2025-08-31T21:00:00Z,579.65,58,23.300000000000068
2025-09-03 17:00:00,09-01 to 09-04,603.4,2025-08-31T21:00:00Z,579.65,59,23.75
2025-09-03 18:00:00,09-01 to 09-04,603.73,2025-08-31T21:00:00Z,579.65,60,24.08000000000004
2025-09-03 19:00:00,09-01 to 09-04,604.04,2025-08-31T21:00:00Z,579.65,61,24.389999999999986
2025-09-03 20:00:00,09-01 to 09-04,604.36,2025-08-31T21:00:00Z,579.65,62,24.710000000000036
2025-09-03 21:00:00,09-01 to 09-04,604.69,2025-08-31T21:00:00Z,579.65,63,25.040000000000077
2025-09-03 22:00:00,09-01 to 09-04,605.01,2025-08-31T21:00:00Z,579.65,64,25.360000000000014
2025-09-03 23:00:00,09-01 to 09-04,605.27,2025-08-31T21:00:00Z,579.65,65,25.620000000000005
